NO,Administrative district,Riverside Park,Location,Type,Remark,Longitude,Latitude,Long_TWD97,Lat_WD97
N41,士林區,延平河濱公園,7段頭快樂休息站,無障礙,,121.4979,25.09254,300222.04,2776119.65
N42,士林區,福安河濱公園,福安公園,一般型,,121.4952,25.09478,299943.35,2776366.74
N43,士林區,福安河濱公園,福安公園,無障礙,,121.4952,25.09474,299947.4,2776362.88
N44,士林區,福安河濱公園,福安碼頭,一般型,,121.4939,25.096,299811.93,2776501.84
N45,士林區,福安河濱公園,福安碼頭,無障礙,,121.4938,25.09604,299809.6,2776505.71
N46,士林區,福安河濱公園,延平北路7段215號涼亭,一般型,,121.4879,25.10056,299209.87,2777004.31
N47,士林區,富洲河濱公園,富洲公園,一般型,,121.4764,25.10508,298051.64,2777501.61
N48,士林區,富洲河濱公園,富洲公園,無障礙,,121.4763,25.10516,298038.19,2777509.87
N49,士林區,富洲河濱公園,社6濕地,一般型,,121.4694,25.10759,297336.61,2777776.25
N50,士林區,社子島基隆河側,社子濕地(頭),一般型,,121.4905,25.113,299468.91,2778383.63
N51,士林區,社子島基隆河側,社子濕地(尾),一般型,,121.4894,25.11325,299353.94,2778411.35
N52,士林區,社子島基隆河側,堤頂觀景休憩亭,一般型,,121.477,25.10976,298105.28,2778020.31
N53,士林區,社子島基隆河側,東山宮,一般型,,121.4743,25.10967,297836.95,2778008.62
E1,南港區,南湖左岸河濱公園,基1號疏散門旁,一般型,,121.62153,25.059193,312708.0397,2772477.999
E2,南港區,南湖左岸河濱公園,基左南湖大橋牽引道末端,一般型,,121.612583,25.063099,311803.3695,2772906.536
E3,南港區,南湖左岸河濱公園,南湖左岸編號17號越堤階梯旁,一般型,,121.602801,25.058651,310818.6392,2772409.411
E4,南港區,南湖左岸河濱公園,基2號疏散門旁,無障礙,,121.59389,25.059079,309919.3505,2772452.843
E5,南港區,成美左岸河濱公園外,松河街422號對面堤防旁,一般型,,121.591389,25.057443,309667.804,2772270.523
E6,南港區,成美左岸河濱公園外,松河街與南港路3段106巷口(3號水門旁),一般型,,121.588998,25.055286,309427.6008,2772030.547
E7,南港區,成美左岸河濱公園外,松河街360號對面堤防邊,一般型,,121.586502,25.05387,309176.3379,2771872.608
E8,南港區,成美左岸河濱公園,基左長壽橋旁,無障礙,,121.581199,25.052523,308641.9097,2771721.096
E9,南港區,成美左岸河濱公園,基左長壽橋旁,無障礙,,121.581229,25.052532,308644.94,2771722.1
E10,南港區,成美左岸河濱公園外,松河街282號對面堤防邊,一般型,,121.579803,25.052143,308501.2331,2771678.401
E11,松山區,成美左岸河濱公園外,松河街156號對面堤防邊,一般型,,121.575975,25.051306,308115.38,2771584.04
E12,松山區,成美左岸河濱公園外,松河街76號對面堤防邊,一般型,,121.574189,25.050917,307935.3531,2771540.186
E13,松山區,成美左岸河濱公園外,松河街46號對面堤防邊,一般型,,121.573658,25.050834,307881.8133,2771530.765
E14,松山區,成美左岸河濱公園外,松河街16號抽水站對面堤防邊,一般型,,121.572406,25.05085,307755.4769,2771532.002
E15,松山區,成美左岸河濱公園,基左麥帥一橋旁,一般型,,121.571299,25.051498,307643.4757,2771603.307
E16,松山區,觀山河濱公園,基左麥帥二橋旁,一般型,,121.569964,25.05689,307506.2566,2772199.99
E17,松山區,成美左岸河濱公園,松河街28號對面堤防邊,一般型,,121.572739,25.050814,307789.1028,2771528.153
E18,松山區,觀山河濱公園,5號水門上游50cm堤壁旁,無障礙,,121.569964,25.05689,307506.2566,2772199.99
E19,中山區,觀山河濱公園,基5號門旁,無障礙,,121.569528,25.058917,307461.33,2772424.32
E20,中山區,觀山河濱公園,基6號水門上游民權福德宮旁,一般型,,121.568609,25.062968,307366.7116,2772872.652
E21,松山區,觀山河濱公園,基左高速公路上游320m停車場周邊,一般型,,121.56815,25.06695,307318.5582,2773313.525
E22,中山區,迎風河濱公園,基左高速公路棒球場旁,一般型,,121.570247,25.072642,307527.4534,2773944.901
E23,中山區,迎風河濱公園,基左高速公路棒球場旁,一般型,,121.570271,25.072623,307529.89,2773942.8
E24,中山區,迎風河濱公園,板球場旁,一般型,,121.568014,25.073127,307301.9631,2773997.671
E25,中山區,迎風河濱公園,基左高速公路下游壘球場50m處,一般型,,121.567145,25.071784,307214.9106,2773848.547
E26,中山區,迎風河濱公園,基左高速公路下游壘球場50m處,一般型,,121.567171,25.07179,307217.54,2773849.22
E27,中山區,迎風河濱公園,基左狗運動公園停車場周邊,一般型,,121.56519,25.071661,307017.7385,2773834.097
E28,中山區,迎風河濱公園,基左狗運動公園停車場周邊,無障礙,,121.56518,25.071639,307016.75,2773831.65
E29,中山區,迎風河濱公園,基左7號疏散門上游500m停車場周邊,無障礙,,121.556782,25.073359,306168.7386,2774018.63
E30,中山區,迎風河濱公園,基左7號疏散門上游500m停車場周邊,一般型,,121.556782,25.073334,306168.7386,2774015.89
E31,中山區,迎風河濱公園,基左7號門疏散門上游足球場停車場旁,一般型,,121.5532,25.073676,305807.2275,2774052.285
E32,中山區,迎風河濱公園,基左7號門疏散門上游足球場停車場旁,無障礙,,121.553209,25.073677,305808.1368,2774052.399
E33,中山區,迎風河濱公園,基左7號疏散門下游280m停車場周邊,無障礙,,121.550785,25.073856,305563.5074,2774071.231
E34,中山區,迎風河濱公園,基左7號疏散門下游280m停車場周邊,一般型,,121.550786,25.07383,305563.63,2774068.35
E35,中山區,迎風河濱公園,基左河岸77號路燈旁,一般型,,121.549215,25.07524,305404.499,2774223.888
E36,中山區,迎風河濱公園,基左大直橋上游220m停車場周邊,一般型,,121.546153,25.073728,305096.29,2774055.15
E37,中山區,迎風河濱公園,基左大直橋上游220m停車場周邊,無障礙,,121.546139,25.07375,305094.86,2774057.59
E38,中山區,大佳河濱公園,基左8號疏散門前方停車場周邊,無障礙,,121.539577,25.074228,304432.6605,2774107.873
E39,中山區,大佳河濱公園,基左8號疏散門前方停車場周邊,一般型,,121.539577,25.074228,304432.6605,2774107.873
E40,中山區,大佳河濱公園,基左9號疏散門前方15號路燈旁,一般型,,121.5382474,25.07370502,304298.8,2774049.41
E41,內湖區,南湖右岸河濱公園,基右南湖大橋旁,一般型,,121.611219,25.063554,311665.5249,2772956.312
E42,內湖區,南湖右岸河濱公園,基右南湖右12號水門上游100公尺處,一般型,,121.5981,25.060039,310343.5571,2772561.046
E43,內湖區,南湖右岸河濱公園,基12號門下游20m處,一般型,,121.594028,25.061028,309932.23,2772668.78
E44,內湖區,成美右岸河濱公園,基右成功橋牽引道末端,一般型,,121.590944,25.059472,309621.83,2772495.07
E45,內湖區,成美右岸河濱公園,基13號門旁,無障礙,,121.587806,25.057278,309306.28,2772250.67
E46,內湖區,成美右岸河濱公園外,潭美街196停車格旁,一般型,,121.587528,25.057111,309278.31,2772232.05
E47,內湖區,成美右岸河濱公園,基13號門下游100公尺處,一般型,,121.58625,25.056444,309149.68,2772157.61
E48,內湖區,成美右岸河濱公園,基右成美橋上游50公尺壘球場旁,一般型,,121.584984,25.055761,309022.2758,2772081.4
E49,內湖區,成美右岸河濱公園外,潭美街100號106.107停車格旁,無障礙,,121.581987,25.054587,308720.4446,2771950.056
E50,內湖區,彩虹河濱公園,基右麥帥一橋下游250M停車場處,一般型,,121.57359,25.055155,307872.9229,2772009.357
E51,內湖區,彩虹河濱公園,基右麥帥二橋旁,一般型,,121.573166,25.057025,307829.2645,2772216.308
E52,內湖區,彩虹河濱公園,基右麥帥二橋旁,無障礙,,121.573169,25.057011,307829.58,2772214.76
E53,內湖區,彩虹河濱公園,基右河岸新民權出水口旁,一般型,,121.571547,25.061649,307663.7576,2772727.797
E54,內湖區,彩虹河濱公園,基右河岸新民權出水口旁,一般型,,121.57245,25.061896,307754.75,2772755.54
E55,內湖區,彩虹河濱公園,基右民權大橋旁上游停車場處,一般型,,121.572463,25.061844,307756.08,2772749.79
E56,內湖區,彩虹河濱公園,民權大橋上游河岸網球場旁,一般型,,121.5709166,25.06311102,307599.51,2772889.47
E57,內湖區,彩虹河濱公園,基右民權大橋下游壘球場堤壁旁,一般型,,121.572038,25.065406,307711.5359,2773144.155
E58,內湖區,彩虹河濱公園,基右民權大橋旁上游停車場處,無障礙,,121.57213,25.064261,307721.35,2773017.37
E59,中山區,美堤河濱公園,基右高速公路橋下方旁,一般型,,121.573111,25.071056,307817.14,2773770.44
E60,中山區,美堤河濱公園,基右美堤壘球場周邊,一般型,,121.564926,25.075787,306989.2,2774291
E61,中山區,美堤河濱公園,基右美堤壘球場周邊,無障礙,,121.564889,25.075917,306985.41,2774305.39
E62,中山區,美堤河濱公園,環山抽水站前停車場旁,一般型,,121.563493,25.075798,306844.6275,2774291.623
E63,中山區,美堤河濱公園,基右美堤環山出水口路燈旁,一般型,,121.5627,25.075109,306764.9464,2774214.972
E64,中山區,美堤河濱公園,基右美堤河岸棒壘球場旁,一般型,,121.563972,25.074167,306893.71,2774111.16
E65,中山區,美堤河濱公園,基右美堤環山出水口旁,一般型,,121.561892,25.073577,306684.1393,2774044.939
E66,中山區,美堤河濱公園,基右美堤碼頭,一般型,,121.556509,25.075553,306140.1857,2774261.567
